,count,hate_speech,offensive_language,neither,class,tweet
2754,3,0,0,3,2,pop wop and drop it tho
2761,3,0,0,3,2,That's where I saw the leprechaun. He told me to burn things.
2790,3,0,0,3,2,that would cripple our military :)
2799,3,0,0,3,2,I didn't think you knew of a bird that couldn't be tamed. #cajuncharm
2808,3,0,0,3,2,no it's yellow fin. It's in edgewater
2809,3,0,0,3,2,yellow fin
2823,3,0,0,3,2,"oh i am.. She cool though, might off her a brownie lol"
2825,3,0,0,3,2,Hi Charlie
2826,3,0,0,3,2,"Hi Charlie, have a great day"
2827,3,0,0,3,2,"Come on Charlie! 
OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESERT TORTOISE! 
Atleast, that's what Barack Obama Says..."
2833,3,0,0,3,2,ima get this so every time I throw trash away its where it really belongs 
2838,3,0,0,3,2,if McCoy wasn't trash that's a TD
2850,3,0,0,3,2,"
gun sales have skyrocketed. Gun crime has fallen sharply.
Any claim to the contrary is using fuzzy math."
2862,3,0,0,3,2,"she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb."
2866,3,0,0,3,2,the new nip dropped today rii?
2869,3,0,0,3,2,Penske runs the 22 in NASCAR. It's yellow. There's a sponsor already there. #WouldMakeALottaSense
2870,3,0,0,3,2,"his defense is trash, and he's been rocked by Jesus Soto Karass, and Diego Chaves."
2888,3,0,0,3,2,I didn't know #whitetears were blue and yellow! #lessonoftheday
2890,3,0,0,3,2,dat is one ugly animal but da monkey is adorable.
2926,3,0,0,3,2,I run CP in our community. Local cops treat ppl like trash for that. I hate it. Makes ppl think its a waste
2957,3,0,0,3,2,It's idiotic opinions like this that make polls less than trash. Polls weren't a problem when people with integrity were voting.
2965,6,0,0,6,2,he's still a pogue though
2966,3,0,0,3,2,"online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u....."
2972,3,0,0,3,2,It's showing Fairy blocked me @taxman206
2986,3,0,0,3,2,"Well, ""dirty bird"" could be just a middle finger, since it's the phallic ""giving the bird"". Not necessarily a wobble-wibbler."
2989,3,0,0,3,2,Kendrick is not better than papoose or drake
2991,3,0,0,3,2,mixtape sell sole got some bangers!
3011,3,0,0,3,2,"RT McRib buns contain a chemical ""azodicarbonamide"" which is also used to make yoga mats  soles of shoes"
3024,3,0,0,3,2,I'll show up and chug a beer or 8
3032,3,0,0,3,2,"Don't yell at me, I love both of the evolutionary lines. despises the trash buddies."
3041,3,0,0,3,2,"God awful, and that dude is Dorian / eggplant black."
3089,3,0,0,3,2,should be going to free birds anyways
3090,3,0,0,3,2,"next update, would be AMAZIN if two celebrations were added. 1: Shirt off ( we'll take the yellow) and 2: The RKO"
3099,3,0,0,3,2,I wouldn't share a wave with those trash cans
3121,3,0,0,3,2,Hit the clam chowder.Thanks for the wishes and the card
3126,6,0,0,6,2,we have a project that could lead into a military program but requires a full op mock up for testing
3127,3,0,0,3,2,your a greaser
3140,3,0,0,3,2,I can only hope Charlie Strong. #UTcoach
3145,3,0,0,3,2,lol true I just want fried Oreos
3146,3,0,0,3,2,birds of a feather flock together? @SubBeck
3154,3,0,0,3,2,this is gobbledy gook to me because i dont have the game
3158,3,0,0,3,2,I need some red green  yellow pants  helly shirts express
3183,3,0,0,3,2,THE WASP OF ANGRY LEGEND. BEAT IT INTO A SQUISHY PULP!!!
3186,3,0,0,3,2,boy I had no idea that was coming. It's called a smartphone. You're horrible at trash talk
3188,3,0,0,3,2,Marshall Law! Whatever you coon
3230,3,0,0,3,2,that's true in some ways. Gaming is very broad now a days tho. Everyone is a gamer with candy crush and angry birds
3231,3,0,0,3,2,"Oh, wait! *""can I get that photo of me playin with Creed's SIDE PROJECT by itself?"" My bad. Yeah, FOB is embarrassing"
3235,3,0,0,3,2,and a prime Leija would trash most of these 140 dudes today!
3240,3,0,0,3,2,those nudes were trash 
3260,3,0,0,3,2,"
I wants to call bouts my vitaligro but I ain't sho if you a doctor fo da colored folk"
3269,3,0,0,3,2,"u want me to make u one of my ghetto nunchucks, they come in singles and double_ended"
3270,3,0,0,3,2,dont get that bacon stuffed crust tho its trash
3285,3,0,0,3,2,She was always a pathetic mutt desperately seeking attention  a purpose. No matter what JP writes that will never change
3293,3,0,0,3,2,jay-z and bey they will never be..jus trash
3303,3,0,0,3,2,New show:Thursdays with Jinxy broadcast from the moon it's made of chunky blue cheese you know
3321,3,0,0,3,2,goh d AnoniemeAso meeting heeft weer pauze.Nog steeds niet bij hoofdstuk:hoe haal ik m'n ID?
3326,3,0,0,3,2,I never really rocked with the white sole. I feel ya bro. But these!!? My favorite Foam of all time. 
3350,3,0,0,3,2,Altyd zo geweest hoe vaak men ook zegt:dit nooit meer!LozeWoorden.PuntjeBijPaaltje vertonen z dierngedrag
3365,3,0,0,3,2,"omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol"
3367,3,0,0,3,2,lemme guess you wore the hilly hicks sweats/leggings 
3381,3,0,0,3,2,"#BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels"
3390,3,0,0,3,2,Amen on this tweet. 105 mm rockets from Victor Charlie leave a lasting impression.
3405,6,0,0,6,2,your pet zebra. stripey?
3421,3,0,0,3,2,bout to be in ike a couple hours
3434,3,0,0,3,2,I wonder if I have my very own NSA spook following me by now?
3442,3,0,0,3,2,letz getup deep dish vocal mix Nagasaki Hiroshima yellow asian flu ^n emoto ill egg god? 
3481,3,0,0,3,2,Whats it say... I see bird in it... Lmao
3489,3,0,0,3,2,guess who's eating cracker b without you
3510,3,0,0,3,2,Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!
3516,3,0,0,3,2,"Half jar of marmalade, shaved monkey, saran wrap, mini horse. Give your best scene. #askkevin"
3518,3,0,0,3,2,all trash to me
3519,3,0,0,3,2,August is trash
3526,3,0,0,3,2,looks like you took a red marker and colored on your leg
3553,6,0,0,6,2,looks prime for some trash pick up
3571,3,0,0,3,2,my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna
3573,3,0,0,3,2,or your in the ghetto
3586,3,0,0,3,2,And you know best about the bird moves...!!!
3606,6,0,0,6,2,"that's ""energy"" the City is ""Electric"" gotta go to Yankees Stadium, When they are winning. It is truly ""electrifying"""
3631,3,0,0,3,2,no song I've heard was good is what I mean by he's trash
3644,3,0,0,3,2,Did you say spray tan? **Charlie Crist switches back to Republican**
3647,3,0,0,3,2,"it's also a bird, a city, and a math theorem. I make no assumptions!"
3684,3,0,0,3,2,like their players really been talking trash about Bama.
3687,3,0,0,3,2,No good options left indeed. This president makes Jimmy Carter look like a piker. So sad.
3689,3,0,0,3,2,He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course
3694,3,0,0,3,2,thuggery? Cheating? Talking trash? Who's doing that besides Jameis? And isn't ND in the middle of cheating issues?
3695,3,0,0,3,2,"I didn't really have one, was aware of Yankees, but always loved Dodgers uniform!"
3696,3,0,0,3,2,"Yep. *sobs*

I got my hopes up when a couple of the national guys (including that Kiper/McShay mock) had him slipping."
3701,3,0,0,3,2,it always looks so nice! I was gonna buy this yellow one
3716,3,0,0,3,2,"elissa would call me trash, vile, etc.!"
3717,3,0,0,3,2,"get a can of WASP SPRAY. it shoots out 20 feet and cheaper than bear spay or mace, works just as good"
3736,3,0,0,3,2,Lmao. it bel ike that nowadays
3744,3,0,0,3,2,"Oh but those last few that did.. Charlie, Wilma, Jeanne..."
3762,3,0,0,3,2,"I starting laughing ""worked out""...not b/c I think its funny that you work...
*throws phone in trash over butchered subtweet"
3781,3,0,0,3,2,"I feel the same way about the bigotry and racism of using the word ""redskins""."
3784,3,0,0,3,2,"along with the French blue and Buggs bunny VIIs, and the Oreo IVs. @LaJethroJenkins"
3786,3,0,0,3,2,do u still have ur blk. pom?
3791,3,0,0,3,2,He now resides on the Mantle piece.
3792,3,0,0,3,2,Certainlt not the paddies
3793,3,0,0,3,2,Man City and the Yankees have got together to form the 20th MLS club.They begin playing in 2015.
3795,3,0,0,3,2,Not taking Franks advice and he ate the yellow snow.
3797,3,0,0,3,2,The spear chuckers are flooding into Upton Park.
3798,3,0,0,3,2,Yankees beat then in the Grapefruit league the other day.
3799,3,0,0,3,2,"Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks"
3800,3,0,0,3,2,"You remember,it used to be funny coloured paper."
3812,3,0,0,3,2,I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob  shawne
3827,3,0,0,3,2,io.. lol osi tangi! Haha a tuku ho tangible Terryn! Atunga ho fie lea lahi mai!
3833,3,0,0,3,2,song trash....
3839,3,0,0,3,2,"carne asada, Gallo pinto, tajadas verde, queso frito and a salad With milca"
3846,3,0,0,3,2,go Yankees
3852,3,0,0,3,2,"Homemade Angel Food, yellow cake with half-inch chocolate frosting, Devil's Food to die for, Pecan Pie"
3853,3,0,0,3,2,"I was gone once, dog ran a coon up the transformer pole, she picked it off with one shot-and still had electricity!"
3855,3,0,0,3,2,why were there penguins and a bird in the puppy bowl???
3858,3,0,0,3,2,I volunteer to be guinea pig and help test it out 
3871,3,0,0,3,2,; so you about to purpose to Charlie?
3884,6,0,0,6,2,"Our ""Disco"" we used for disaster recovery was an awesome brownie points to how well built they are. Most extreme conditions!"
3885,3,0,0,3,2,Charlie Day?
3909,3,0,0,3,2,And the Yankees gave you a win. :) Happy Birthday!!
3918,3,0,0,3,2,I've only like about 3 pair..they're overpriced trash ..
3919,3,0,0,3,2,Naw... I'm trash... Keep ya pity hugs...
3921,3,0,0,3,2,two birds with one stone Biggs.
3923,3,0,0,3,2,"Hey #teabagger the #benghazi thing is a joke. 13 Benghazis under Bush, no hearings. More on Benghazi than real 9-11 attack"
3930,3,0,0,3,2,I want some clams on the half shell :-) 
3931,3,0,0,3,2,"
You date colored men?"
3944,3,0,0,3,2,"don't trash Jersey...ODDS ARE..YOU WOULDN'T LAST 10 MINUTES AROUND HERE! 
Go back to watching BARNEY!"
3945,6,0,0,6,2,"BWAHAAAA I just choked on an Oreo cookie!
I'M figuring, this may have something to do with it! "
3960,3,0,0,3,2, a box full of yellow crayons.
3965,3,0,0,3,2,What did I prove for you? That you're blissfully ignorant? Group thinker? Political chump and race traitor?
3975,3,0,0,3,2,I'll trade you one car drift for brownies.
3979,3,0,0,3,2,"But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings."
3984,3,0,0,3,2,lol I already made it. I'm waiting on my brownies to finish 
3994,3,0,0,3,2,it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass
3995,3,0,0,3,2,"I don't suck tho, you're just mad because you're trash and I carried you. you always had 0 points"
3999,3,0,0,3,2,You're saying zebras are goth?
4001,3,0,0,3,2,"I'm not trying to be critical but Jr. literally looks like he just ate a pot brownie, got off a couch and put on his gloves"
4005,3,0,0,3,2,i hope you get better soon! colds are for the birds
4010,3,0,0,3,2, welcome back b.. without your daily rants my TL was trash af
4012,3,0,0,3,2,be my guest. I want to be a bird I think
4032,3,0,0,3,2,"tegenwoordig weet je ook al niet wat voor vlees je eet,voor je t weet is t zebra of een aap"
4045,3,0,0,3,2,You mean the one I colored with crayons isn't copacetic?
4047,3,0,0,3,2,"His do not, until playoffs. But luckily, this means that any future kid will definitely root for the Yanks. #priorities"
4060,7,0,0,7,2,the grass is greener on the other side of the fence of course it's also a soggy septic field
4061,3,0,0,3,2,"""The Yankees of football"" was the funniest part of your latest video. Sincerely, all of Pittsburgh."
4062,3,0,0,3,2,Reason #2 I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.
4063,3,0,0,3,2,means trash lol
4066,6,0,0,6,2,interested. Just wanted to see a better pic of the soles
4077,3,0,0,3,2,i thought i was the ghetto word for babe
4089,3,0,0,3,2,thank you again mick
4102,3,0,0,3,2,have her learn the first 30 seconds of Flesh and the Power it Holds- Death. That riff would be cool for a bird to do lol
4108,3,0,0,3,2,would be perfect w/a graham cracker flavored bun or a maple dougnut bar.
4110,3,0,0,3,2,"Oh, me, too! Pain meds just made my brain fuzzy and though Banjo Kazooie for a sec."
4115,3,0,0,3,2,all that trash talk and we win championships!!! You're boring me dude #NationalChamps
4122,3,0,0,3,2,Thanks for the follow guys! I'm enjoying a cold yellow belly right now.
4128,3,0,0,3,2,Your mind is free and your soul. satan will present to u in his kingdom the things that mock u. Stay strong in Yahshua...
4135,3,0,0,3,2,Starts making monkey faces behind you
4137,3,0,0,3,2,teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism.
4138,3,0,0,3,2,Looking at the Royals and wondering what could have been if we didn't decimate the Yankee farm system.
4145,3,0,0,3,2,sheeze a yellow bone
4166,3,0,0,3,2,"If NBC has elected you to be a spokesman for NBC they are in a lot of trouble. I and friends will no longer watch NBC trash

1"
4172,3,0,0,3,2,AS IN #nature #biology Dogs don't eat each other as much as birds do. Not everything is as it seems in human terms.
4174,3,0,0,3,2,"Im a proud wacko bird, how bout you?"
4192,3,0,0,3,2,5 of us decided to drink Everclear and go to a Yankees game.. Only two made it to their seat
4194,3,0,0,3,2,"When Mary asked him about it, said ""the part you eat is white-you throw the yellow away"""
4215,3,0,0,3,2,Random thought - If a bird crossing the path of a FG try were impacted by ball causing it to deflect off course. Re-kick or miss?
4223,3,0,0,3,2,"ugh , put one 420 dead center off him @StFrancisNews"
4226,3,0,0,3,2,"
I be wishin you was local. I takes you to da Yankee game and spoil you"
4227,3,0,0,3,2,"
I gots to be bein colored and all"
4229,3,0,0,3,2,"
You never survive in da colored hood"
4232,3,0,0,3,2,"
I likes da Yankees"
4244,3,0,0,3,2,purple monkey
4254,3,0,0,3,2,u still a mutt tho lol
4283,3,0,0,3,2,I can't wait for the day they take them be a boon for the entire nation
4285,3,0,0,3,2,is so excited about his red velvet brownie.
4286,3,0,0,3,2,If they trash in yr 3 or 4 he'll waive it lol
4287,3,0,0,3,2,"Charlie Brown
A Christmas Story
Rudolph, but only because of the island of misfit toys."
4292,3,0,0,3,2,birds of a feather flock together y'all 
4299,3,0,0,3,2,I like brownies 
4336,3,0,0,3,2,that matters ?
4337,3,0,0,3,2,you should check it out... it aint animated and has Charlie Murphy in it
4352,3,0,0,3,2,in the trash
4370,3,0,0,3,2,Overpriced complete trash. Not even debatable.
4376,3,0,0,3,2,I need some clams on the half shell :-). Down here all you can get is deep fried clam necks.
4387,3,0,0,3,2,you and me having Twitter bird shaped pancakes that would just be a start
4401,3,0,0,3,2,Exactly by folks who can't favor to get into that lovely old stadium.
4402,3,0,0,3,2,I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. That's pretty bad. The south is NL.
4403,3,0,0,3,2,I miss the pizza! The passion.
4405,3,0,0,3,2,Just getting in! I hope so. Cause they stunk it up last night.
4408,3,0,0,3,2,"HAHAHA ""chunky goalkeeper makes a save with his stomach"""
4409,3,0,0,3,2,i prefer zebra visually. Didn't know about lesser costs.
4410,3,0,0,3,2,love H.birds! Used to feed them when I lived in WA state. Hv them on mtn in S.Ore
4411,3,0,0,3,2,"Someone gave me a nip of Baileys irish cream coffee, what can i use it with,suggestions?"
4412,3,0,0,3,2,I dont understand how its weak to give anything to Jeter when the Astros barely have any history with the Yankees
4419,3,0,0,3,2,"hey, do you have that screen shot of djk's wiki page being updated regarding the trash can incident?"
4445,3,0,0,3,2,ho no. Without ur vote we lost the election. AK49 is taking oath as PM today. :-)
4447,3,0,0,3,2,....yeah....I don't think its about #injuns. I think #redskins is about #politics and #alcoholism in #WashingtonDC .....
4448,3,0,0,3,2,"My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair."
4452,3,0,0,3,2,"strawberry shortcake. Stacked with whipped cream, yellow spunge-cake,  sliced #strawberries freshly picked from the farm w/ my kids."
4459,3,0,0,3,2,naw I Juss like making you a lil mad  I have been gone for too long tho I hate the boonies
4477,3,0,0,3,2,Yeah he definitely wasn't the same guy who fought Lara but he cuts the ring off well which should be a huge boon to Canelo
4482,3,0,0,3,2,"word. Do any of ur decisions include anchor, feather, infinity sign, bird?"
4483,3,0,0,3,2,"in that picture yes, I haven't had an updated pic added the angel wing is colored now too, and thanks represents what I am ;)"
4489,3,0,0,3,2,the only thing better than a bargain is a Yankee bargain.
4493,3,0,0,3,2,get some money and stop playing that old trash.
4497,3,0,0,3,2," the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go"""
4511,3,0,0,3,2,Hats on us not trash tho lol
