term,vocabulary_id,hateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,plural_of,variant_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings
fagshit,fBWtbPTRV,,False,,100.0,,fag,False,False,False,False,True,False,False,8
dinkladies,uqubfbadd,,False,,,dinklady,dink,True,True,False,True,False,False,False,0
dinklady,oKPAVejDv,,False,,,,dink,True,True,False,True,False,False,False,0
durka durkas,XfyXhcwTY,,True,,,durka durka,derka derka,False,True,True,False,False,False,False,13
durka durka,AYsdMFEPc,,True,,,,derka derka,False,True,True,False,False,False,False,34
derka derkas,XTqrx9beD,,True,,,derka derka,,False,True,True,False,False,False,False,3
degettes,YAvHYAFWX,,False,,,degette,dago,False,True,False,True,False,False,False,0
degette,seb9DZmwV,,False,,,,dago,False,True,False,True,False,False,False,3
dagettes,K9ZDERQ7W,,False,,,dagette,dago,False,True,False,True,False,False,False,0
dagette,m8XvLiDiG,,False,,,,dago,False,True,False,False,False,False,False,0
closet dykes,rTiXRYQED,,True,,,closet dyke,closet fag,False,False,False,False,True,False,False,5
closet dyke,uWzcbfz7a,,True,,50.0,,closet fag,False,False,False,False,True,False,False,29
black dagoes,JUpgYbNiw,,True,,,black dago,black dagos,True,True,False,False,False,False,False,0
border baby,qc6VTyKxJ,,True,,,,anchor baby,False,True,False,False,False,False,False,15
border babies,ND9gokkqL,,True,,,border baby,anchor baby,False,True,False,False,False,False,False,7
chavettes,N7D7ZBmeB,,False,GB,,chavette,,False,False,False,False,False,False,True,10
chavette,f4wjiksdW,,False,GB,,,chav,False,False,False,False,False,False,True,30
carrot snaps,DbxPCDJoK,,False,,,carrot snap,carrot snapper,False,False,True,False,False,False,True,0
carrot snap,YutMzKTwZ,,False,,,,carrot snapper,False,False,True,False,False,False,True,1
buckrettes,WZabEhgYL,,False,,,buckrette,,False,True,False,False,False,False,False,0
buckrette,E4LfYgXeg,,False,,,,buckra,False,True,False,False,False,False,False,1
gingies,fBWtKgiEX,,False,,,gingie,ginger,False,True,False,False,False,False,False,0
gingie,Q2tbsdhPz,,False,,,,ginger,False,True,False,False,False,False,False,0
gingy,fpg9WFZLN,,False,,25.0,,ginger,False,True,False,False,False,False,False,0
gasher,UwGWZrDVT,,False,,,,gash,False,False,False,True,False,False,False,0
fruity,NjwZvryCG,,False,,50.0,,fruit,False,False,False,False,True,False,False,0
cunter,C7AcMFUyz,,False,,75.0,,cunt,False,False,False,True,False,False,False,0
chimp packs,WRAqbbcK4,,False,,,chimp pack,,False,True,False,False,False,False,False,0
Charly,FmtFNCJFK,,False,,,,Charlie,True,True,False,False,False,False,False,0
Charlies,qmwtZfawx,,False,,,Charlie,,True,True,False,False,False,False,False,0
buffy,PRoaMj4sM,,False,,,,buffie,False,True,False,False,False,False,False,0
buckers,2pErsBxGt,,False,,,bucker,buck,False,True,False,False,False,False,False,0
bucker,xpwZVhkGR,,False,,,,buck,False,True,False,False,False,False,False,0
ban and can,KVHcyGTVw,,False,,,,bans and cans,True,False,False,False,False,False,False,0
cans and bans,FeEMmgirV,,False,,,can and ban,,True,False,False,False,False,False,False,0
can and ban,abvnbVDxj,,False,,,,bans and cans,True,False,False,False,False,False,False,0
Annies,MoGHRBZwX,,False,,25.0,Ann,,False,True,False,False,False,False,False,0
cohees,vvuwqanvi,,False,,,cohee,,True,False,False,False,False,False,True,0
cohee,j4xhxudpg,A Scottish or Irish settler in the United States,False,,,,,True,False,False,False,False,False,True,0
yellowhammer,nyye7wwqe,A person from Alabama,False,,,,,True,False,False,False,False,False,True,0
Okies,hNRKgjerp,,False,,,Okie,,True,False,False,False,False,False,True,0
Okie,ZNTDPRjvD,"[1] A person from Oklahoma [2] A rural person, from the migration of Oklahomans during the 1930s Dustbowl",False,,,,,True,False,False,False,False,False,False,0
Massholes,npyrTfKaw,,False,,,Masshole,,True,False,False,False,False,False,False,150
Masshole,easBozhuh,A person from Massachusetts,False,,,,,True,False,False,False,False,False,False,118
Madrasi,PRQWAHxUe,[1] A person from the Indian city of Chennai [2] A person from southern India.,False,,,,,True,False,False,False,False,False,False,0
JAFAs,9fysCsBWP,,False,,,JAFA,,True,False,False,False,False,False,False,0
JAFA,CkBFnCoZx,"Acronym for ""Just Another Fucking Australian""",False,,,,,True,False,False,False,False,False,False,0
jackeens,FmdKTBiyo,,False,,,jackeen,,True,True,False,False,False,False,True,0
jackeen,xmheQaudY,Rural slur for a person from Dublin,False,,,,,True,True,False,False,False,False,True,100
culchies,TqWUqXsCF,,False,,,culchie,,True,True,False,False,False,False,True,195
culchie,oXWBCRvfW,A rural Irish person,False,,,,,True,True,False,False,False,False,True,141
croweaters,pkRaWwUzb,,False,AU,,croweater,,True,False,False,False,False,False,False,14
croweater,vpZEbjrmh,A person from the state of South Australia,False,AU,,,,True,False,False,False,False,False,False,11
Biharis,WnnewQkdh,,False,,,Bihari,,True,True,False,False,False,False,False,0
Bihari,s1cfZCTJr,Derogatorily used in South India for a North Indian,False,,,,,True,True,False,False,False,False,False,0
hatzis,DeBQNbMHH,,False,,,hatzi,,False,True,False,False,False,False,False,1
hatzi,whtfctCFs,,False,,,,haji,False,True,False,False,False,False,False,1
hajjis,LTAzfP2ZT,,False,,,hajji,,False,True,False,False,False,False,False,45
hajis,TpithHQKL,,False,,,haji,,False,True,False,False,False,False,False,32
hadjis,swXxPzyJq,,False,,,hadji,,False,True,False,False,False,False,False,32
hajji,BcdX3rQYE,,False,,76.0,,haji,False,True,False,False,False,False,False,82
haji,M9NTeZuCa,"Used to refer to Iraqis, Arabs, Afghans, or Middle Eastern and South Asian people in general. Derived from the honorific Al-Hajji, the title given to a Muslim who has completed the Hajj (pilgrimage to Mecca).",False,,76.0,,,False,True,False,False,False,False,False,89
hadji,PT8W6CjmH,,False,,75.0,,haji,False,True,False,False,False,False,False,116
mussies,agzBvasbJ,,False,,,mussie,,False,False,True,False,False,False,False,177
mussie,Z1BQFReLG,A Muslim,False,,,,,False,False,True,False,False,False,False,68
Fenians,FXkPrPkRj,,False,,,Fenian,,True,True,True,False,False,False,False,104
Fenian,FnWK3Hziv,"In Northern Ireland, denotes a Catholic or Irish nationalist",False,,,,,True,True,True,False,False,False,False,137
da goyim know,kEuUcmvbC,,False,,,,the goyim know,False,True,False,False,False,False,False,0
the goyim know,rsCFZrmMr,Meme implying a supposed global Jewish conspiracy,False,,,,,False,True,False,False,False,False,False,34
good goy,NyRxQVAQB,A non-Jewish person who disbelieves in a global Jewish conspiracy,False,,,,,False,True,False,False,False,False,False,67
jigros,hUGuB6Xym,,False,,86.0,jigro,,False,True,False,False,False,False,False,0
pickinninys,vsnYRahpZ,,True,,,pickinniny,,False,True,False,False,False,False,False,0
piccaninnys,RJWjxxNtL,,True,,,piccaninny,,False,True,False,False,False,False,False,6
piccaninnies,xUMRLtwiv,,True,,,piccaninny,,False,True,False,False,False,False,False,90
picaninnys,qfapWDnww,,True,,100.0,,picaninnies,False,True,False,False,False,False,False,3
pickaninnies,oDwcfmbdk,,True,,100.0,,pickaninnys,False,True,False,False,False,False,False,364
pickinninies,EntJtHM6F,,True,,,pickinniny,,False,True,False,False,False,False,False,10
pickinniny,isCycKTmX,,True,,,,picaninny,False,True,False,False,False,False,False,6
piccaninny,KGhbbRVqZ,,True,,,,picaninny,False,True,False,False,False,False,False,100
picaninnies,BUZsxDtj7,,True,,,pickaninny,,False,True,False,False,False,False,False,207
picaninny,yVvMWnYnL,A black child,True,,,,,False,True,False,False,False,False,False,183
Zio,VbCXVGynj,"Turns the term ""Zionist"" (a supporter of Jewish national liberation) into a slur against Jews.",False,,82.0,,,True,True,True,False,False,False,False,18
tynker,3cKvv7QHa,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,,86.0,,tinker,False,True,False,False,False,False,False,9
tree jumper,7tkEx2wqZ,"Used by poor rural people to denote those of lower status than themselves, particularly those who commit incest (jumping the family tree).",False,,52.0,,stump jumper,False,False,False,False,False,False,True,22
tinkar,6n3vjFpaJ,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,,56.0,,tinker,False,True,False,False,False,False,False,0
tinkere,MHyq4TTfX,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,,86.0,,tinker,False,True,False,False,False,False,False,1
tincker,bJ8V7AH7D,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,,93.0,,tinker,False,True,False,False,False,False,False,1
spink,MaNMj7g7t,A person of mixed Hispanic and Chinese parentage.,False,,91.0,,,True,True,False,False,False,False,False,7
spik,dngue7BU2,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",False,,99.0,,spic,False,True,False,False,False,False,False,20
spig,peX9dRbn8,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",False,,92.0,,spic,False,True,False,False,False,False,False,15
spick,9m2JwKkYX,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",False,,87.0,,spic,False,True,False,False,False,False,False,125
spaz,AHGEKVzQ4,"From ""spastic"", refers to a person who has seizures or other uncontrollable movements",False,,52.0,,,False,False,False,False,False,True,False,242
smoke jumper,9f6AxHr39,A Caucasian woman who dates a black man.,True,,81.0,,,False,True,False,False,False,False,False,399
slopey,fj2ayYAbm,"A person of Asian descent, particularly Vietnamese or Chinese.",False,,91.0,,slope,False,True,False,False,False,False,False,133
slags,XraBAVHQW,"In the UK, a promiscuous woman",False,,68.0,slag,,False,False,False,False,False,False,True,214
shit kicker,7NYjmJgDB,"A rural person, from farmers or country boys walking through manure-filled cow pastures.",False,,81.0,,,False,False,False,False,False,False,True,0
shit heel,8YMJKezJT,A black servant.,False,,72.0,,,False,True,False,False,False,False,False,817
shant,Kdt7UaE4G,"A disenfranchised Irish peson, from 'shanty'.",False,,72.0,,,True,False,False,False,False,False,True,0
seppo,3jZXfV9tZ,An American. (Cockney rhyming slang: Septic tank - Yank),False,,74.0,,,True,False,False,False,False,False,False,0
sawney,M9nxUYfv3,"A Scottish person, local variant of Sandy, short for 'Alasdair'.",False,,43.0,,,True,False,False,False,False,False,False,5
rubes,gwBPRhfRU,A rural person.,False,,25.0,rube,,False,False,False,False,False,False,True,194
poppadom,nEGa9WMe6,Used as a derogatory term directed towards South Asians (and sometimes Middle Eastern people).,False,,95.0,,,False,True,False,False,False,False,False,175
nitchy,g7pkPyG7Z,A North American Indian (from the Algonquian word for 'friend').,False,,76.0,,nitchie,False,True,False,False,False,False,False,3
nichiwa,ZyGtK3Fwj,A North American Indian (from the Algonquian word for 'friend').,False,,90.0,,nitchie,False,True,False,False,False,False,False,11
negro,ffVyceY8z,[English][Italian] A black person.,False,,91.0,,,False,True,False,False,False,False,False,33
neejee,4muB3pZX7,A North American Indian (from the Algonquian word for 'friend').,False,,96.0,,nitchie,False,True,False,False,False,False,False,1
nitchie,jE2WUfvr4,A North American Indian (from the Algonquian word for 'friend').,False,,76.0,,,False,True,False,False,False,False,False,2
neechee,VxyQ8jvWU,A North American Indian (from the Algonquian word for 'friend').,False,,89.0,,nitchie,False,True,False,False,False,False,False,58
mong,vwQDPvn2a,"A disabled person, from 'mongoloid'.",False,,93.0,,,False,False,False,False,False,True,False,20
sheeny,dTafdprb3,A 19th-century derogatory term for an 'untrustworthy Jew.',False,,84.0,,,False,True,False,False,False,False,False,52
niggerdick,xpXPgvbQc,"The penis of a man of African descent, or a person with a large penis; likely popularized online for shock value",True,,,,,False,True,False,False,False,False,False,22
niggerdicks,DUmsUwboc,,True,,,niggerdick,,False,True,False,False,False,False,False,3
niggerton,yrQisUkDo,A town or part of town containing majority black population,True,,,,,False,True,False,False,False,False,False,16
niggertown,ftrnzUEbH,A town or part of town containing majority black population,True,,100.0,,,False,True,False,False,False,False,False,15
niggerville,8nveQCoVU,A town or part of town containing majority black population,True,,97.0,,,False,True,False,False,False,False,False,64
retarded,BkYxA4AFB,"A disabled person, from 'retarded'.",True,,64.0,,retard,False,False,False,False,False,True,False,1083
shekelnose,CaoXkrFNd,"Combines two anti-Semitic stereotypes: that of Jewish greed (hence the reference to ""shekel"", the currency of historical and modern Israel) and that of having a large nose.",True,,100.0,,,False,True,True,False,False,False,False,0
lefty,qWw8tpXbK,"An Arab, from the practice in certain Middle Eastern countries of chopping off a criminal's hand.",False,,72.0,,,False,True,False,False,False,False,False,0
